Map,WinGame,WinPistol,AgentsTeam1,AgentsTeam2
Haven,TeamA,TeamA,"['Reyna', 'Jett', 'Breach', 'Chamber', 'Omen']","['Breach', 'Omen', 'Jett', 'Sova', 'Reyna']"
Ascent,TeamA,TeamB,"['Raze', 'Fade', 'Chamber', 'Omen', 'Reyna']","['Kayo', 'Omen', 'Jett', 'Fade', 'Cypher']"
Bind,TeamA,TeamB,"['Raze', 'Jett', 'Killjoy', 'Omen', 'Sova']","['Neon', 'Sova', 'Omen', 'Jett', 'Chamber']"
Bind,TeamA,TeamA,"['Jett', 'Reyna', 'Skye', 'Omen', 'Cypher']","['Sova', 'Jett', 'Brimstone', 'Chamber', 'Sage']"
Fracture,TeamA,TeamB,"['Viper', 'Reyna', 'Breach', 'Kayo', 'Jett']","['Jett', 'Viper', 'Cypher', 'Breach', 'Fade']"
Fracture,TeamA,TeamB,"['Reyna', 'Jett', 'Breach', 'Neon', 'Astra']","['Brimstone', 'Jett', 'Killjoy', 'Reyna', 'Fade']"
Breeze,TeamB,TeamB,"['Jett', 'Viper', 'Sova', 'Chamber', 'Reyna']","['Jett', 'Reyna', 'Sage', 'Viper', 'Kayo']"
Ascent,TeamA,TeamB,"['Jett', 'Omen', 'Sova', 'Sage', 'Reyna']","['Reyna', 'Cypher', 'Omen', 'Skye', 'Jett']"
Ascent,TeamB,TeamB,"['Omen', 'Jett', 'Raze', 'Phoenix', 'Breach']","['Jett', 'Kayo', 'Omen', 'Sage', 'Reyna']"
Haven,TeamA,TeamB,"['Reyna', 'Jett', 'Breach', 'Omen', 'Killjoy']","['Jett', 'Astra', 'Phoenix', 'Sage', 'Raze']"
Icebox,TeamB,TeamB,"['Sova', 'Viper', 'Killjoy', 'Jett', 'Reyna']","['Jett', 'Viper', 'Kayo', 'Phoenix', 'Sage']"
Fracture,TeamA,TeamB,"['Viper', 'Jett', 'Killjoy', 'Fade', 'Breach']","['Reyna', 'Jett', 'Chamber', 'Fade', 'Brimstone']"
Pearl,TeamB,TeamB,"['Cypher', 'Fade', 'Jett', 'Viper', 'Phoenix']","['Reyna', 'Jett', 'Brimstone', 'Fade', 'Cypher']"
Fracture,TeamA,TeamB,"['Jett', 'Cypher', 'Brimstone', 'Chamber', 'Fade']","['Raze', 'Breach', 'Brimstone', 'Cypher', 'Jett']"
Haven,TeamB,TeamB,"['Jett', 'Reyna', 'Omen', 'Phoenix', 'Fade']","['Jett', 'Sage', 'Astra', 'Reyna', 'Killjoy']"
Ascent,TeamA,TeamB,"['Fade', 'Jett', 'Phoenix', 'Sage', 'Omen']","['Jett', 'Skye', 'Raze', 'Reyna', 'Omen']"
Pearl,TeamB,TeamB,"['Astra', 'Phoenix', 'Sage', 'Fade', 'Jett']","['Phoenix', 'Jett', 'Astra', 'Fade', 'Killjoy']"
Ascent,TeamB,TeamB,"['Reyna', 'Kayo', 'Jett', 'Omen', 'Raze']","['Sova', 'Chamber', 'Reyna', 'Jett', 'Omen']"
Bind,TeamA,TeamB,"['Phoenix', 'Astra', 'Cypher', 'Jett', 'Sova']","['Jett', 'Chamber', 'Reyna', 'Astra', 'Skye']"
Bind,TeamA,TeamB,"['Reyna', 'Raze', 'Skye', 'Omen', 'Sage']","['Jett', 'Brimstone', 'Sage', 'Raze', 'Fade']"
Pearl,TeamA,TeamB,"['Phoenix', 'Reyna', 'Sage', 'Jett', 'Viper']","['Reyna', 'Killjoy', 'Astra', 'Jett', 'Fade']"
Icebox,TeamA,TeamB,"['Reyna', 'Raze', 'Jett', 'Viper', 'Fade']","['Jett', 'Sova', 'Chamber', 'Viper', 'Reyna']"
Ascent,TeamA,TeamA,"['Reyna', 'Jett', 'Killjoy', 'Kayo', 'Omen']","['Kayo', 'Jett', 'Reyna', 'Killjoy', 'Omen']"
Bind,TeamA,TeamB,"['Neon', 'Cypher', 'Raze', 'Brimstone', 'Fade']","['Sova', 'Brimstone', 'Phoenix', 'Raze', 'Sage']"
Ascent,TeamB,TeamB,"['Raze', 'Sova', 'Killjoy', 'Sage', 'Omen']","['Killjoy', 'Jett', 'Phoenix', 'Neon', 'Omen']"
Bind,TeamB,TeamB,"['Raze', 'Sova', 'Omen', 'Killjoy', 'Reyna']","['Raze', 'Brimstone', 'Jett', 'Sage', 'Skye']"
Haven,TeamA,TeamB,"['Kayo', 'Sage', 'Jett', 'Omen', 'Killjoy']","['Jett', 'Raze', 'Reyna', 'Phoenix', 'Yoru']"
Breeze,TeamB,TeamB,"['Jett', 'Kayo', 'Reyna', 'Chamber', 'Viper']","['Kayo', 'Chamber', 'Jett', 'Viper', 'Sova']"
Fracture,TeamB,TeamB,"['Phoenix', 'Jett', 'Fade', 'Cypher', 'Viper']","['Reyna', 'Astra', 'Breach', 'Killjoy', 'Raze']"
Breeze,TeamA,TeamB,"['Reyna', 'Viper', 'Jett', 'Kayo', 'Cypher']","['Sova', 'Jett', 'Reyna', 'Viper', 'Cypher']"
Bind,TeamB,TeamB,"['Jett', 'Kayo', 'Brimstone', 'Phoenix', 'Cypher']","['Skye', 'Brimstone', 'Reyna', 'Raze', 'Kayo']"
Haven,TeamA,TeamB,"['Jett', 'Reyna', 'Sova', 'Cypher', 'Omen']","['Reyna', 'Astra', 'Fade', 'Jett', 'Breach']"
Breeze,TeamA,TeamA,"['Reyna', 'Kayo', 'Jett', 'Viper', 'Cypher']","['Jett', 'Viper', 'Sova', 'Reyna', 'Cypher']"
Icebox,TeamA,TeamB,"['Jett', 'Reyna', 'Viper', 'Cypher', 'Sova']","['Reyna', 'Cypher', 'Sova', 'Viper', 'Jett']"
Haven,TeamA,TeamB,"['Skye', 'Cypher', 'Phoenix', 'Omen', 'Jett']","['Reyna', 'Jett', 'Omen', 'Cypher', 'Fade']"
Ascent,TeamB,TeamB,"['Chamber', 'Omen', 'Raze', 'Jett', 'Skye']","['Jett', 'Chamber', 'Sova', 'Brimstone', 'Viper']"
Icebox,TeamA,TeamB,"['Reyna', 'Jett', 'Sova', 'Chamber', 'Viper']","['Sova', 'Sage', 'Jett', 'Killjoy', 'Viper']"
Ascent,TeamA,TeamB,"['Astra', 'Chamber', 'Kayo', 'Jett', 'Sova']","['Reyna', 'Jett', 'Phoenix', 'Brimstone', 'Chamber']"
Pearl,TeamB,TeamB,"['Jett', 'Reyna', 'Astra', 'Fade', 'Chamber']","['Chamber', 'Reyna', 'Astra', 'Fade', 'Jett']"
Icebox,TeamA,TeamB,"['Jett', 'Chamber', 'Harbor', 'Phoenix', 'Cypher']","['Jett', 'Reyna', 'Chamber', 'Sova', 'Viper']"
Fracture,TeamB,TeamA,"['Raze', 'Fade', 'Viper', 'Reyna', 'Chamber']","['Chamber', 'Viper', 'Jett', 'Fade', 'Reyna']"
Breeze,TeamA,TeamB,"['Chamber', 'Sova', 'Viper', 'Jett', 'Phoenix']","['Chamber', 'Sova', 'Jett', 'Viper', 'Kayo']"
Ascent,TeamA,TeamB,"['Phoenix', 'Chamber', 'Sova', 'Jett', 'Omen']","['Reyna', 'Jett', 'Omen', 'Chamber', 'Sova']"
Haven,TeamB,TeamB,"['Jett', 'Cypher', 'Astra', 'Reyna', 'Skye']","['Jett', 'Phoenix', 'Reyna', 'Omen', 'Sova']"
Ascent,TeamB,TeamB,"['Jett', 'Reyna', 'Sova', 'Omen', 'Fade']","['Reyna', 'Astra', 'Jett', 'Cypher', 'Neon']"
Breeze,TeamA,TeamB,"['Jett', 'Sova', 'Reyna', 'Viper', 'Cypher']","['Sova', 'Reyna', 'Sage', 'Jett', 'Viper']"
Haven,TeamA,TeamB,"['Reyna', 'Omen', 'Sage', 'Raze', 'Fade']","['Omen', 'Skye', 'Reyna', 'Cypher', 'Jett']"
Pearl,TeamB,TeamB,"['Chamber', 'Reyna', 'Harbor', 'Fade', 'Jett']","['Fade', 'Phoenix', 'Viper', 'Jett', 'Cypher']"
Bind,TeamA,TeamB,"['Jett', 'Phoenix', 'Skye', 'Reyna', 'Sage']","['Sova', 'Cypher', 'Jett', 'Reyna', 'Omen']"
Icebox,TeamB,TeamB,"['Jett', 'Fade', 'Reyna', 'Viper', 'Chamber']","['Jett', 'Reyna', 'Sage', 'Sova', 'Viper']"
Bind,TeamA,TeamA,"['Skye', 'Cypher', 'Reyna', 'Jett', 'Brimstone']","['Jett', 'Skye', 'Brimstone', 'Kayo', 'Phoenix']"
Fracture,TeamB,TeamB,"['Sage', 'Jett', 'Reyna', 'Kayo', 'Brimstone']","['Jett', 'Fade', 'Chamber', 'Breach', 'Harbor']"
Ascent,TeamA,TeamB,"['Sova', 'Omen', 'Jett', 'Cypher', 'Yoru']","['Jett', 'Raze', 'Astra', 'Skye', 'Cypher']"
Breeze,TeamA,TeamB,"['Chamber', 'Jett', 'Kayo', 'Sova', 'Viper']","['Jett', 'Reyna', 'Sova', 'Killjoy', 'Viper']"
Bind,TeamA,TeamB,"['Skye', 'Phoenix', 'Brimstone', 'Viper', 'Sage']","['Jett', 'Sova', 'Breach', 'Cypher', 'Omen']"
Ascent,TeamB,TeamB,"['Reyna', 'Sova', 'Astra', 'Jett', 'Raze']","['Reyna', 'Jett', 'Kayo', 'Skye', 'Omen']"
Haven,TeamA,TeamB,"['Astra', 'Cypher', 'Fade', 'Reyna', 'Jett']","['Reyna', 'Sova', 'Jett', 'Breach', 'Omen']"
Ascent,TeamB,TeamB,"['Sova', 'Astra', 'Jett', 'Reyna', 'Cypher']","['Omen', 'Fade', 'Jett', 'Reyna', 'Cypher']"
Ascent,TeamB,TeamB,"['Phoenix', 'Fade', 'Killjoy', 'Jett', 'Omen']","['Jett', 'Sage', 'Fade', 'Killjoy', 'Omen']"
Haven,TeamA,TeamB,"['Jett', 'Killjoy', 'Omen', 'Reyna', 'Sova']","['Astra', 'Reyna', 'Jett', 'Killjoy', 'Fade']"
Ascent,TeamA,TeamB,"['Killjoy', 'Omen', 'Neon', 'Fade', 'Reyna']","['Killjoy', 'Sova', 'Reyna', 'Omen', 'Jett']"
Icebox,TeamB,TeamB,"['Reyna', 'Jett', 'Sage', 'Viper', 'Sova']","['Chamber', 'Jett', 'Kayo', 'Sova', 'Viper']"
Haven,TeamA,TeamB,"['Jett', 'Killjoy', 'Reyna', 'Omen', 'Sova']","['Reyna', 'Skye', 'Chamber', 'Jett', 'Omen']"
Icebox,TeamA,TeamB,"['Jett', 'Reyna', 'Sova', 'Viper', 'Killjoy']","['Sova', 'Viper', 'Chamber', 'Jett', 'Reyna']"
Bind,TeamB,TeamB,"['Yoru', 'Jett', 'Reyna', 'Raze', 'Neon']","['Reyna', 'Brimstone', 'Kayo', 'Jett', 'Chamber']"
Haven,TeamA,TeamB,"['Raze', 'Skye', 'Reyna', 'Jett', 'Omen']","['Chamber', 'Omen', 'Reyna', 'Sova', 'Jett']"
Pearl,TeamA,TeamB,"['Jett', 'Yoru', 'Kayo', 'Viper', 'Chamber']","['Raze', 'Reyna', 'Chamber', 'Cypher', 'Viper']"
Ascent,TeamA,TeamB,"['Jett', 'Fade', 'Reyna', 'Omen', 'Killjoy']","['Reyna', 'Omen', 'Sova', 'Jett', 'Killjoy']"
Bind,TeamB,TeamB,"['Jett', 'Skye', 'Chamber', 'Omen', 'Raze']","['Sova', 'Reyna', 'Raze', 'Cypher', 'Brimstone']"
Icebox,TeamB,TeamB,"['Jett', 'Reyna', 'Sova', 'Viper', 'Sage']","['Breach', 'Reyna', 'Jett', 'Brimstone', 'Sage']"
Icebox,TeamA,TeamB,"['Sova', 'Jett', 'Sage', 'Phoenix', 'Viper']","['Killjoy', 'Neon', 'Sova', 'Jett', 'Viper']"
Fracture,TeamB,TeamB,"['Reyna', 'Viper', 'Chamber', 'Phoenix', 'Breach']","['Breach', 'Jett', 'Skye', 'Chamber', 'Viper']"
Breeze,TeamA,TeamB,"['Jett', 'Reyna', 'Viper', 'Neon', 'Cypher']","['Jett', 'Yoru', 'Reyna', 'Chamber', 'Skye']"
Haven,TeamB,TeamA,"['Yoru', 'Reyna', 'Astra', 'Jett', 'Fade']","['Reyna', 'Chamber', 'Skye', 'Jett', 'Astra']"
Icebox,TeamB,TeamB,"['Reyna', 'Sova', 'Sage', 'Viper', 'Jett']","['Reyna', 'Viper', 'Killjoy', 'Sova', 'Sage']"
Icebox,TeamB,TeamB,"['Chamber', 'Jett', 'Viper', 'Neon', 'Raze']","['Chamber', 'Viper', 'Sova', 'Reyna', 'Jett']"
Haven,TeamB,TeamB,"['Phoenix', 'Brimstone', 'Raze', 'Fade', 'Breach']","['Cypher', 'Jett', 'Sova', 'Reyna', 'Omen']"
Ascent,TeamB,TeamB,"['Omen', 'Jett', 'Sova', 'Killjoy', 'Sage']","['Reyna', 'Sova', 'Jett', 'Killjoy', 'Astra']"
Bind,TeamA,TeamB,"['Jett', 'Reyna', 'Brimstone', 'Sova', 'Cypher']","['Reyna', 'Skye', 'Raze', 'Cypher', 'Jett']"
Pearl,TeamB,TeamB,"['Kayo', 'Jett', 'Viper', 'Chamber', 'Fade']","['Jett', 'Cypher', 'Viper', 'Reyna', 'Fade']"
Haven,TeamA,TeamB,"['Jett', 'Cypher', 'Reyna', 'Astra', 'Chamber']","['Killjoy', 'Reyna', 'Fade', 'Phoenix', 'Omen']"
Ascent,TeamB,TeamB,"['Reyna', 'Raze', 'Jett', 'Omen', 'Sova']","['Fade', 'Jett', 'Omen', 'Killjoy', 'Sova']"
Bind,TeamA,TeamB,"['Skye', 'Jett', 'Phoenix', 'Brimstone', 'Chamber']","['Sova', 'Jett', 'Brimstone', 'Chamber', 'Reyna']"
Ascent,TeamA,TeamB,"['Omen', 'Reyna', 'Fade', 'Killjoy', 'Jett']","['Kayo', 'Omen', 'Killjoy', 'Sova', 'Phoenix']"
Pearl,TeamB,TeamB,"['Viper', 'Reyna', 'Chamber', 'Fade', 'Yoru']","['Chamber', 'Jett', 'Fade', 'Phoenix', 'Viper']"
Haven,TeamA,TeamB,"['Omen', 'Raze', 'Skye', 'Jett', 'Neon']","['Sova', 'Reyna', 'Cypher', 'Jett', 'Omen']"
Fracture,TeamB,TeamB,"['Jett', 'Cypher', 'Reyna', 'Kayo', 'Astra']","['Viper', 'Jett', 'Breach', 'Reyna', 'Killjoy']"
Bind,TeamB,TeamB,"['Skye', 'Brimstone', 'Cypher', 'Phoenix', 'Reyna']","['Raze', 'Sage', 'Sova', 'Brimstone', 'Phoenix']"
Icebox,TeamB,TeamB,"['Killjoy', 'Viper', 'Skye', 'Jett', 'Sova']","['Jett', 'Killjoy', 'Viper', 'Fade', 'Sage']"
Ascent,TeamB,TeamB,"['Reyna', 'Jett', 'Omen', 'Killjoy', 'Sova']","['Jett', 'Cypher', 'Reyna', 'Omen', 'Sova']"
Bind,TeamA,TeamB,"['Raze', 'Phoenix', 'Kayo', 'Cypher', 'Omen']","['Skye', 'Raze', 'Omen', 'Reyna', 'Sage']"
Breeze,TeamB,TeamA,"['Reyna', 'Jett', 'Chamber', 'Viper', 'Sova']","['Reyna', 'Cypher', 'Viper', 'Jett', 'Sova']"
Haven,TeamA,TeamA,"['Reyna', 'Jett', 'Fade', 'Omen', 'Chamber']","['Cypher', 'Omen', 'Raze', 'Kayo', 'Phoenix']"
Haven,TeamA,TeamB,"['Reyna', 'Omen', 'Skye', 'Jett', 'Chamber']","['Reyna', 'Sova', 'Omen', 'Killjoy', 'Jett']"
Bind,TeamA,TeamB,"['Jett', 'Skye', 'Omen', 'Sage', 'Cypher']","['Raze', 'Reyna', 'Chamber', 'Sova', 'Omen']"
Breeze,TeamB,TeamB,"['Reyna', 'Sova', 'Jett', 'Viper', 'Cypher']","['Reyna', 'Sova', 'Jett', 'Viper', 'Killjoy']"
Icebox,TeamB,TeamB,"['Jett', 'Viper', 'Reyna', 'Sova', 'Chamber']","['Reyna', 'Jett', 'Sova', 'Viper', 'Killjoy']"
Breeze,TeamB,TeamA,"['Fade', 'Jett', 'Reyna', 'Viper', 'Chamber']","['Sova', 'Reyna', 'Jett', 'Sage', 'Viper']"
Pearl,TeamB,TeamB,"['Raze', 'Yoru', 'Cypher', 'Astra', 'Skye']","['Reyna', 'Fade', 'Jett', 'Cypher', 'Astra']"
Icebox,TeamB,TeamB,"['Jett', 'Chamber', 'Omen', 'Reyna', 'Sova']","['Chamber', 'Omen', 'Jett', 'Yoru', 'Sova']"
Breeze,TeamB,TeamB,"['Reyna', 'Jett', 'Chamber', 'Sova', 'Kayo']","['Viper', 'Jett', 'Reyna', 'Chamber', 'Sova']"
Ascent,TeamB,TeamB,"['Jett', 'Skye', 'Brimstone', 'Cypher', 'Chamber']","['Skye', 'Omen', 'Jett', 'Chamber', 'Raze']"
Fracture,TeamA,TeamA,"['Reyna', 'Phoenix', 'Chamber', 'Fade', 'Brimstone']","['Phoenix', 'Killjoy', 'Viper', 'Jett', 'Breach']"
Fracture,TeamB,TeamB,"['Viper', 'Reyna', 'Jett', 'Fade', 'Chamber']","['Kayo', 'Reyna', 'Chamber', 'Raze', 'Viper']"
Pearl,TeamA,TeamB,"['Phoenix', 'Chamber', 'Viper', 'Jett', 'Cypher']","['Viper', 'Sage', 'Phoenix', 'Cypher', 'Fade']"
Breeze,TeamA,TeamB,"['Viper', 'Sova', 'Jett', 'Reyna', 'Chamber']","['Reyna', 'Jett', 'Chamber', 'Sova', 'Viper']"
Icebox,TeamB,TeamB,"['Cypher', 'Reyna', 'Viper', 'Jett', 'Sova']","['Viper', 'Reyna', 'Chamber', 'Phoenix', 'Skye']"
Bind,TeamB,TeamB,"['Reyna', 'Omen', 'Chamber', 'Skye', 'Raze']","['Phoenix', 'Raze', 'Chamber', 'Omen', 'Fade']"
Fracture,TeamA,TeamB,"['Reyna', 'Fade', 'Brimstone', 'Jett', 'Chamber']","['Chamber', 'Reyna', 'Viper', 'Jett', 'Skye']"
Pearl,TeamA,TeamB,"['Neon', 'Fade', 'Brimstone', 'Phoenix', 'Chamber']","['Chamber', 'Jett', 'Sage', 'Viper', 'Harbor']"
Icebox,TeamB,TeamB,"['Jett', 'Viper', 'Fade', 'Reyna', 'Chamber']","['Chamber', 'Jett', 'Reyna', 'Viper', 'Sova']"
Haven,TeamB,TeamB,"['Omen', 'Skye', 'Reyna', 'Chamber', 'Jett']","['Chamber', 'Jett', 'Reyna', 'Omen', 'Phoenix']"
Fracture,TeamB,TeamB,"['Chamber', 'Harbor', 'Reyna', 'Kayo', 'Jett']","['Chamber', 'Breach', 'Cypher', 'Brimstone', 'Neon']"
Breeze,TeamB,TeamB,"['Harbor', 'Jett', 'Chamber', 'Reyna', 'Fade']","['Reyna', 'Viper', 'Sova', 'Jett', 'Chamber']"
Bind,TeamB,TeamB,"['Fade', 'Skye', 'Chamber', 'Jett', 'Brimstone']","['Chamber', 'Skye', 'Viper', 'Raze', 'Phoenix']"
Haven,TeamB,TeamB,"['Reyna', 'Chamber', 'Jett', 'Omen', 'Fade']","['Jett', 'Chamber', 'Astra', 'Reyna', 'Omen']"
Haven,TeamB,TeamA,"['Jett', 'Chamber', 'Astra', 'Reyna', 'Sova']","['Phoenix', 'Skye', 'Omen', 'Killjoy', 'Fade']"
Icebox,TeamB,TeamB,"['Jett', 'Raze', 'Chamber', 'Sova', 'Viper']","['Chamber', 'Reyna', 'Phoenix', 'Fade', 'Omen']"
Bind,TeamB,TeamB,"['Skye', 'Chamber', 'Omen', 'Reyna', 'Jett']","['Reyna', 'Skye', 'Raze', 'Omen', 'Jett']"
Fracture,TeamB,TeamB,"['Jett', 'Harbor', 'Chamber', 'Neon', 'Breach']","['Phoenix', 'Breach', 'Jett', 'Viper', 'Chamber']"
Pearl,TeamA,TeamB,"['Phoenix', 'Raze', 'Astra', 'Chamber', 'Sova']","['Jett', 'Reyna', 'Killjoy', 'Viper', 'Chamber']"
Breeze,TeamB,TeamA,"['Jett', 'Reyna', 'Viper', 'Chamber', 'Sova']","['Phoenix', 'Chamber', 'Sova', 'Viper', 'Jett']"
Haven,TeamB,TeamB,"['Cypher', 'Sage', 'Jett', 'Sova', 'Omen']","['Phoenix', 'Chamber', 'Jett', 'Astra', 'Skye']"
Haven,TeamB,TeamB,"['Chamber', 'Omen', 'Yoru', 'Jett', 'Sova']","['Jett', 'Fade', 'Phoenix', 'Chamber', 'Brimstone']"
Ascent,TeamA,TeamB,"['Harbor', 'Reyna', 'Jett', 'Sova', 'Chamber']","['Jett', 'Chamber', 'Reyna', 'Omen', 'Sova']"
Bind,TeamB,TeamB,"['Chamber', 'Harbor', 'Skye', 'Jett', 'Reyna']","['Brimstone', 'Raze', 'Jett', 'Chamber', 'Skye']"
Icebox,TeamA,TeamB,"['Chamber', 'Reyna', 'Jett', 'Sova', 'Viper']","['Chamber', 'Jett', 'Raze', 'Viper', 'Kayo']"
Ascent,TeamA,TeamB,"['Jett', 'Omen', 'Sova', 'Killjoy', 'Breach']","['Cypher', 'Jett', 'Chamber', 'Astra', 'Sova']"
Pearl,TeamB,TeamB,"['Phoenix', 'Chamber', 'Breach', 'Brimstone', 'Neon']","['Phoenix', 'Viper', 'Jett', 'Fade', 'Chamber']"
Haven,TeamB,TeamB,"['Omen', 'Chamber', 'Sova', 'Jett', 'Reyna']","['Fade', 'Jett', 'Reyna', 'Killjoy', 'Omen']"
Ascent,TeamB,TeamB,"['Reyna', 'Phoenix', 'Jett', 'Neon', 'Brimstone']","['Cypher', 'Omen', 'Jett', 'Sova', 'Reyna']"
Icebox,TeamA,TeamB,"['Reyna', 'Jett', 'Killjoy', 'Viper', 'Sova']","['Jett', 'Kayo', 'Viper', 'Reyna', 'Sage']"
Ascent,TeamA,TeamB,"['Jett', 'Reyna', 'Omen', 'Cypher', 'Sova']","['Jett', 'Reyna', 'Omen', 'Viper', 'Sova']"
Haven,TeamA,TeamB,"['Cypher', 'Phoenix', 'Jett', 'Omen', 'Fade']","['Killjoy', 'Omen', 'Sova', 'Jett', 'Raze']"
Bind,TeamA,TeamB,"['Jett', 'Brimstone', 'Reyna', 'Killjoy', 'Fade']","['Jett', 'Raze', 'Omen', 'Skye', 'Killjoy']"
Fracture,TeamB,TeamA,"['Reyna', 'Raze', 'Omen', 'Chamber', 'Breach']","['Jett', 'Reyna', 'Fade', 'Breach', 'Viper']"
Pearl,TeamA,TeamB,"['Cypher', 'Fade', 'Raze', 'Reyna', 'Astra']","['Sage', 'Phoenix', 'Viper', 'Fade', 'Jett']"
Breeze,TeamA,TeamB,"['Jett', 'Cypher', 'Reyna', 'Viper', 'Sova']","['Reyna', 'Cypher', 'Sova', 'Jett', 'Viper']"
Icebox,TeamA,TeamB,"['Viper', 'Jett', 'Reyna', 'Chamber', 'Sova']","['Jett', 'Chamber', 'Viper', 'Reyna', 'Sova']"
Bind,TeamA,TeamB,"['Chamber', 'Skye', 'Brimstone', 'Reyna', 'Jett']","['Phoenix', 'Skye', 'Cypher', 'Viper', 'Reyna']"
Pearl,TeamB,TeamB,"['Kayo', 'Jett', 'Omen', 'Chamber', 'Cypher']","['Jett', 'Fade', 'Viper', 'Chamber', 'Phoenix']"
Haven,TeamB,TeamB,"['Killjoy', 'Jett', 'Cypher', 'Sova', 'Omen']","['Sova', 'Chamber', 'Reyna', 'Omen', 'Raze']"
Breeze,TeamB,TeamB,"['Reyna', 'Jett', 'Cypher', 'Viper', 'Kayo']","['Cypher', 'Sova', 'Reyna', 'Harbor', 'Jett']"
Fracture,TeamA,TeamB,"['Jett', 'Fade', 'Chamber', 'Raze', 'Viper']","['Breach', 'Brimstone', 'Raze', 'Reyna', 'Chamber']"
Haven,TeamB,TeamB,"['Phoenix', 'Reyna', 'Jett', 'Sova', 'Omen']","['Reyna', 'Cypher', 'Astra', 'Sova', 'Jett']"
Ascent,TeamB,TeamB,"['Reyna', 'Raze', 'Jett', 'Astra', 'Fade']","['Sova', 'Phoenix', 'Jett', 'Cypher', 'Omen']"
Icebox,TeamA,TeamB,"['Reyna', 'Viper', 'Sova', 'Jett', 'Killjoy']","['Reyna', 'Cypher', 'Viper', 'Sova', 'Jett']"
Fracture,TeamB,TeamB,"['Reyna', 'Jett', 'Kayo', 'Breach', 'Viper']","['Brimstone', 'Raze', 'Killjoy', 'Jett', 'Fade']"
Fracture,TeamA,TeamB,"['Jett', 'Chamber', 'Reyna', 'Fade', 'Viper']","['Reyna', 'Killjoy', 'Fade', 'Brimstone', 'Jett']"
Breeze,TeamB,TeamB,"['Cypher', 'Reyna', 'Jett', 'Sova', 'Viper']","['Jett', 'Chamber', 'Viper', 'Reyna', 'Kayo']"
Haven,TeamB,TeamB,"['Phoenix', 'Sova', 'Jett', 'Omen', 'Sage']","['Killjoy', 'Jett', 'Fade', 'Omen', 'Phoenix']"
Pearl,TeamA,TeamB,"['Sage', 'Astra', 'Kayo', 'Jett', 'Fade']","['Fade', 'Cypher', 'Brimstone', 'Jett', 'Phoenix']"
Bind,TeamA,TeamB,"['Raze', 'Omen', 'Jett', 'Skye', 'Sage']","['Jett', 'Skye', 'Brimstone', 'Cypher', 'Reyna']"
Breeze,TeamB,TeamB,"['Jett', 'Reyna', 'Kayo', 'Cypher', 'Viper']","['Sage', 'Jett', 'Viper', 'Sova', 'Reyna']"
Fracture,TeamB,TeamB,"['Fade', 'Reyna', 'Killjoy', 'Brimstone', 'Skye']","['Kayo', 'Viper', 'Jett', 'Reyna', 'Chamber']"
Icebox,TeamB,TeamB,"['Chamber', 'Sova', 'Reyna', 'Jett', 'Viper']","['Reyna', 'Phoenix', 'Sova', 'Jett', 'Killjoy']"
Ascent,TeamB,TeamB,"['Omen', 'Fade', 'Phoenix', 'Chamber', 'Jett']","['Reyna', 'Astra', 'Jett', 'Sova', 'Killjoy']"
Icebox,TeamA,TeamB,"['Sova', 'Viper', 'Skye', 'Jett', 'Sage']","['Sova', 'Viper', 'Jett', 'Sage', 'Reyna']"
Pearl,TeamB,TeamB,"['Killjoy', 'Viper', 'Reyna', 'Fade', 'Jett']","['Jett', 'Viper', 'Phoenix', 'Sova', 'Cypher']"
Haven,TeamA,TeamB,"['Omen', 'Jett', 'Sova', 'Sage', 'Fade']","['Omen', 'Reyna', 'Jett', 'Chamber', 'Kayo']"
Pearl,TeamA,TeamB,"['Phoenix', 'Viper', 'Jett', 'Fade', 'Cypher']","['Sage', 'Reyna', 'Phoenix', 'Jett', 'Astra']"
Bind,TeamA,TeamB,"['Jett', 'Astra', 'Cypher', 'Yoru', 'Phoenix']","['Brimstone', 'Cypher', 'Skye', 'Reyna', 'Jett']"
Breeze,TeamB,TeamB,"['Jett', 'Reyna', 'Sage', 'Cypher', 'Viper']","['Chamber', 'Reyna', 'Viper', 'Jett', 'Sova']"
Fracture,TeamA,TeamB,"['Neon', 'Killjoy', 'Brimstone', 'Raze', 'Fade']","['Brimstone', 'Cypher', 'Phoenix', 'Fade', 'Neon']"
Bind,TeamA,TeamB,"['Brimstone', 'Reyna', 'Skye', 'Cypher', 'Jett']","['Reyna', 'Sova', 'Viper', 'Cypher', 'Jett']"
Haven,TeamB,TeamB,"['Omen', 'Jett', 'Reyna', 'Fade', 'Breach']","['Phoenix', 'Omen', 'Fade', 'Skye', 'Reyna']"
Pearl,TeamB,TeamB,"['Viper', 'Fade', 'Reyna', 'Chamber', 'Skye']","['Brimstone', 'Killjoy', 'Raze', 'Fade', 'Jett']"
Pearl,TeamB,TeamB,"['Phoenix', 'Cypher', 'Jett', 'Sage', 'Astra']","['Yoru', 'Jett', 'Skye', 'Fade', 'Kayo']"
Breeze,TeamA,TeamB,"['Chamber', 'Jett', 'Fade', 'Viper', 'Reyna']","['Reyna', 'Viper', 'Jett', 'Sova', 'Chamber']"
Breeze,TeamB,TeamB,"['Jett', 'Cypher', 'Sova', 'Viper', 'Reyna']","['Fade', 'Jett', 'Reyna', 'Phoenix', 'Yoru']"
