Map,WinGame,WinPistol,AgentsTeam1,AgentsTeam2
Pearl,TeamA,TeamB,"['Phoenix', 'Jett', 'Sage', 'Fade', 'Viper']","['Reyna', 'Cypher', 'Viper', 'Fade', 'Jett']"
Bind,TeamA,TeamB,"['Chamber', 'Jett', 'Brimstone', 'Skye', 'Breach']","['Raze', 'Brimstone', 'Breach', 'Skye', 'Yoru']"
Pearl,TeamB,TeamB,"['Jett', 'Sova', 'Cypher', 'Phoenix', 'Astra']","['Jett', 'Viper', 'Sova', 'Sage', 'Fade']"
Fracture,TeamB,TeamB,"['Sage', 'Breach', 'Reyna', 'Harbor', 'Raze']","['Raze', 'Jett', 'Reyna', 'Fade', 'Phoenix']"
Ascent,TeamA,TeamB,"['Jett', 'Raze', 'Cypher', 'Fade', 'Omen']","['Phoenix', 'Astra', 'Jett', 'Killjoy', 'Fade']"
Ascent,TeamA,TeamB,"['Reyna', 'Jett', 'Killjoy', 'Omen', 'Sova']","['Jett', 'Killjoy', 'Omen', 'Phoenix', 'Reyna']"
Haven,TeamB,TeamB,"['Jett', 'Phoenix', 'Chamber', 'Fade', 'Omen']","['Jett', 'Chamber', 'Reyna', 'Sova', 'Omen']"
Icebox,TeamA,TeamB,"['Sova', 'Reyna', 'Jett', 'Viper', 'Chamber']","['Phoenix', 'Killjoy', 'Jett', 'Kayo', 'Viper']"
Breeze,TeamB,TeamB,"['Jett', 'Reyna', 'Harbor', 'Sova', 'Sage']","['Reyna', 'Phoenix', 'Jett', 'Chamber', 'Breach']"
Bind,TeamB,TeamB,"['Phoenix', 'Skye', 'Sage', 'Raze', 'Viper']","['Skye', 'Cypher', 'Jett', 'Viper', 'Phoenix']"
Bind,TeamA,TeamB,"['Skye', 'Jett', 'Brimstone', 'Yoru', 'Chamber']","['Jett', 'Reyna', 'Skye', 'Chamber', 'Brimstone']"
Icebox,TeamB,TeamB,"['Jett', 'Yoru', 'Chamber', 'Sova', 'Reyna']","['Jett', 'Viper', 'Sova', 'Reyna', 'Sage']"
Ascent,TeamA,TeamB,"['Raze', 'Jett', 'Sova', 'Kayo', 'Omen']","['Killjoy', 'Fade', 'Reyna', 'Jett', 'Brimstone']"
Icebox,TeamA,TeamB,"['Reyna', 'Viper', 'Sova', 'Raze', 'Chamber']","['Cypher', 'Sova', 'Jett', 'Reyna', 'Viper']"
Bind,TeamB,TeamB,"['Jett', 'Reyna', 'Cypher', 'Omen', 'Skye']","['Reyna', 'Cypher', 'Jett', 'Brimstone', 'Skye']"
Bind,TeamA,TeamB,"['Reyna', 'Jett', 'Brimstone', 'Sova', 'Cypher']","['Jett', 'Reyna', 'Omen', 'Cypher', 'Sova']"
Icebox,TeamA,TeamB,"['Jett', 'Reyna', 'Sova', 'Omen', 'Killjoy']","['Reyna', 'Jett', 'Sage', 'Chamber', 'Omen']"
Ascent,TeamB,TeamB,"['Reyna', 'Fade', 'Phoenix', 'Omen', 'Chamber']","['Brimstone', 'Fade', 'Phoenix', 'Killjoy', 'Jett']"
Breeze,TeamA,TeamB,"['Viper', 'Sova', 'Jett', 'Cypher', 'Reyna']","['Viper', 'Chamber', 'Jett', 'Reyna', 'Skye']"
Haven,TeamA,TeamB,"['Omen', 'Reyna', 'Fade', 'Jett', 'Killjoy']","['Jett', 'Reyna', 'Sova', 'Omen', 'Cypher']"
Ascent,TeamB,TeamB,"['Reyna', 'Killjoy', 'Fade', 'Omen', 'Jett']","['Omen', 'Raze', 'Reyna', 'Killjoy', 'Fade']"
Fracture,TeamA,TeamB,"['Jett', 'Cypher', 'Reyna', 'Brimstone', 'Breach']","['Fade', 'Reyna', 'Viper', 'Jett', 'Killjoy']"
Pearl,TeamB,TeamB,"['Chamber', 'Raze', 'Reyna', 'Fade', 'Astra']","['Phoenix', 'Astra', 'Jett', 'Sage', 'Fade']"
Icebox,TeamA,TeamB,"['Killjoy', 'Jett', 'Omen', 'Reyna', 'Sova']","['Reyna', 'Sage', 'Viper', 'Sova', 'Jett']"
Haven,TeamB,TeamB,"['Reyna', 'Jett', 'Cypher', 'Sova', 'Harbor']","['Chamber', 'Jett', 'Omen', 'Sova', 'Harbor']"
Pearl,TeamB,TeamB,"['Fade', 'Reyna', 'Jett', 'Viper', 'Cypher']","['Jett', 'Astra', 'Sage', 'Raze', 'Fade']"
Bind,TeamA,TeamB,"['Raze', 'Reyna', 'Skye', 'Chamber', 'Omen']","['Phoenix', 'Jett', 'Omen', 'Sova', 'Cypher']"
Breeze,TeamA,TeamB,"['Reyna', 'Cypher', 'Viper', 'Jett', 'Sova']","['Cypher', 'Kayo', 'Jett', 'Viper', 'Sova']"
Ascent,TeamB,TeamB,"['Killjoy', 'Sova', 'Reyna', 'Jett', 'Omen']","['Reyna', 'Jett', 'Killjoy', 'Sova', 'Omen']"
Pearl,TeamB,TeamB,"['Fade', 'Jett', 'Reyna', 'Viper', 'Sage']","['Reyna', 'Fade', 'Jett', 'Viper', 'Sage']"
Bind,TeamB,TeamB,"['Raze', 'Jett', 'Fade', 'Omen', 'Reyna']","['Skye', 'Killjoy', 'Chamber', 'Jett', 'Brimstone']"
Bind,TeamA,TeamB,"['Jett', 'Reyna', 'Raze', 'Skye', 'Omen']","['Omen', 'Phoenix', 'Cypher', 'Neon', 'Skye']"
Icebox,TeamB,TeamB,"['Jett', 'Kayo', 'Reyna', 'Cypher', 'Viper']","['Jett', 'Reyna', 'Viper', 'Sova', 'Sage']"
Haven,TeamA,TeamB,"['Omen', 'Phoenix', 'Reyna', 'Skye', 'Raze']","['Omen', 'Jett', 'Sova', 'Cypher', 'Reyna']"
Fracture,TeamB,TeamB,"['Chamber', 'Reyna', 'Fade', 'Brimstone', 'Jett']","['Jett', 'Phoenix', 'Kayo', 'Killjoy', 'Brimstone']"
Breeze,TeamA,TeamB,"['Sova', 'Jett', 'Reyna', 'Chamber', 'Viper']","['Jett', 'Reyna', 'Sova', 'Cypher', 'Yoru']"
Breeze,TeamA,TeamB,"['Jett', 'Sova', 'Viper', 'Cypher', 'Reyna']","['Jett', 'Reyna', 'Sova', 'Viper', 'Cypher']"
Icebox,TeamB,TeamB,"['Viper', 'Phoenix', 'Jett', 'Sage', 'Reyna']","['Jett', 'Sova', 'Reyna', 'Viper', 'Chamber']"
Ascent,TeamA,TeamB,"['Skye', 'Jett', 'Reyna', 'Killjoy', 'Astra']","['Reyna', 'Sova', 'Jett', 'Killjoy', 'Omen']"
Haven,TeamB,TeamB,"['Sova', 'Phoenix', 'Cypher', 'Jett', 'Astra']","['Jett', 'Raze', 'Yoru', 'Phoenix', 'Reyna']"
Bind,TeamB,TeamB,"['Raze', 'Kayo', 'Fade', 'Cypher', 'Omen']","['Jett', 'Cypher', 'Raze', 'Skye', 'Brimstone']"
Breeze,TeamB,TeamB,"['Jett', 'Brimstone', 'Reyna', 'Cypher', 'Skye']","['Cypher', 'Reyna', 'Viper', 'Jett', 'Sova']"
Pearl,TeamA,TeamB,"['Reyna', 'Jett', 'Viper', 'Phoenix', 'Cypher']","['Astra', 'Chamber', 'Jett', 'Sage', 'Fade']"
Bind,TeamB,TeamB,"['Reyna', 'Raze', 'Phoenix', 'Jett', 'Brimstone']","['Reyna', 'Chamber', 'Kayo', 'Jett', 'Astra']"
Breeze,TeamA,TeamB,"['Reyna', 'Jett', 'Cypher', 'Viper', 'Sova']","['Sova', 'Harbor', 'Chamber', 'Reyna', 'Jett']"
Breeze,TeamB,TeamB,"['Jett', 'Viper', 'Reyna', 'Cypher', 'Sova']","['Reyna', 'Cypher', 'Chamber', 'Harbor', 'Jett']"
Haven,TeamA,TeamB,"['Reyna', 'Omen', 'Jett', 'Breach', 'Cypher']","['Jett', 'Chamber', 'Omen', 'Reyna', 'Fade']"
Ascent,TeamB,TeamB,"['Raze', 'Reyna', 'Jett', 'Omen', 'Cypher']","['Reyna', 'Jett', 'Kayo', 'Omen', 'Cypher']"
Pearl,TeamB,TeamB,"['Fade', 'Jett', 'Raze', 'Viper', 'Sage']","['Cypher', 'Phoenix', 'Reyna', 'Harbor', 'Fade']"
Haven,TeamB,TeamB,"['Jett', 'Cypher', 'Reyna', 'Omen', 'Kayo']","['Reyna', 'Cypher', 'Omen', 'Jett', 'Fade']"
Breeze,TeamA,TeamB,"['Jett', 'Chamber', 'Reyna', 'Viper', 'Sova']","['Neon', 'Viper', 'Cypher', 'Sova', 'Jett']"
Fracture,TeamB,TeamB,"['Jett', 'Cypher', 'Phoenix', 'Brimstone', 'Kayo']","['Neon', 'Reyna', 'Fade', 'Brimstone', 'Chamber']"
Icebox,TeamB,TeamB,"['Reyna', 'Jett', 'Viper', 'Sova', 'Raze']","['Reyna', 'Sova', 'Killjoy', 'Sage', 'Viper']"
Bind,TeamB,TeamB,"['Reyna', 'Brimstone', 'Jett', 'Skye', 'Sage']","['Reyna', 'Raze', 'Fade', 'Cypher', 'Omen']"
Icebox,TeamA,TeamB,"['Jett', 'Killjoy', 'Raze', 'Sova', 'Viper']","['Reyna', 'Jett', 'Sova', 'Cypher', 'Viper']"
Haven,TeamA,TeamB,"['Jett', 'Chamber', 'Sova', 'Omen', 'Reyna']","['Reyna', 'Chamber', 'Sova', 'Omen', 'Jett']"
Breeze,TeamA,TeamB,"['Sova', 'Phoenix', 'Chamber', 'Reyna', 'Viper']","['Jett', 'Chamber', 'Viper', 'Kayo', 'Reyna']"
Ascent,TeamB,TeamB,"['Jett', 'Brimstone', 'Chamber', 'Reyna', 'Sova']","['Jett', 'Sova', 'Chamber', 'Astra', 'Reyna']"
Pearl,TeamB,TeamB,"['Reyna', 'Jett', 'Chamber', 'Viper', 'Sova']","['Chamber', 'Reyna', 'Jett', 'Viper', 'Fade']"
Pearl,TeamB,TeamB,"['Fade', 'Reyna', 'Jett', 'Viper', 'Chamber']","['Phoenix', 'Reyna', 'Jett', 'Chamber', 'Fade']"
Ascent,TeamB,TeamB,"['Chamber', 'Reyna', 'Jett', 'Astra', 'Skye']","['Reyna', 'Omen', 'Chamber', 'Fade', 'Sage']"
Ascent,TeamB,TeamB,"['Omen', 'Sova', 'Phoenix', 'Jett', 'Killjoy']","['Killjoy', 'Reyna', 'Phoenix', 'Kayo', 'Omen']"
Icebox,TeamA,TeamB,"['Reyna', 'Chamber', 'Viper', 'Sage', 'Jett']","['Reyna', 'Neon', 'Kayo', 'Raze', 'Viper']"
Haven,TeamB,TeamB,"['Jett', 'Phoenix', 'Omen', 'Skye', 'Killjoy']","['Reyna', 'Kayo', 'Omen', 'Jett', 'Killjoy']"
Bind,TeamB,TeamB,"['Fade', 'Reyna', 'Jett', 'Sage', 'Omen']","['Jett', 'Yoru', 'Omen', 'Cypher', 'Phoenix']"
Pearl,TeamA,TeamB,"['Fade', 'Jett', 'Cypher', 'Viper', 'Sage']","['Breach', 'Brimstone', 'Yoru', 'Chamber', 'Reyna']"
Ascent,TeamB,TeamB,"['Jett', 'Sova', 'Reyna', 'Omen', 'Cypher']","['Chamber', 'Jett', 'Sova', 'Reyna', 'Omen']"
Bind,TeamA,TeamB,"['Astra', 'Skye', 'Viper', 'Raze', 'Cypher']","['Chamber', 'Kayo', 'Omen', 'Reyna', 'Jett']"
Pearl,TeamA,TeamB,"['Reyna', 'Phoenix', 'Fade', 'Killjoy', 'Viper']","['Skye', 'Viper', 'Reyna', 'Jett', 'Chamber']"
Icebox,TeamA,TeamA,"['Reyna', 'Jett', 'Skye', 'Sage', 'Viper']","['Reyna', 'Jett', 'Viper', 'Yoru', 'Phoenix']"
Bind,TeamB,TeamB,"['Chamber', 'Phoenix', 'Jett', 'Sova', 'Omen']","['Fade', 'Sage', 'Brimstone', 'Reyna', 'Jett']"
Ascent,TeamA,TeamB,"['Kayo', 'Raze', 'Jett', 'Brimstone', 'Reyna']","['Killjoy', 'Reyna', 'Jett', 'Fade', 'Omen']"
Ascent,TeamB,TeamB,"['Cypher', 'Sova', 'Jett', 'Kayo', 'Omen']","['Jett', 'Reyna', 'Omen', 'Chamber', 'Skye']"
Icebox,TeamB,TeamB,"['Skye', 'Raze', 'Yoru', 'Jett', 'Viper']","['Reyna', 'Sova', 'Chamber', 'Jett', 'Viper']"
Bind,TeamA,TeamB,"['Fade', 'Viper', 'Raze', 'Reyna', 'Brimstone']","['Skye', 'Cypher', 'Brimstone', 'Jett', 'Reyna']"
Haven,TeamA,TeamB,"['Raze', 'Jett', 'Phoenix', 'Sova', 'Brimstone']","['Omen', 'Sova', 'Sage', 'Killjoy', 'Jett']"
Breeze,TeamA,TeamB,"['Jett', 'Sova', 'Reyna', 'Viper', 'Cypher']","['Sova', 'Reyna', 'Jett', 'Neon', 'Viper']"
Haven,TeamB,TeamB,"['Killjoy', 'Neon', 'Jett', 'Brimstone', 'Fade']","['Omen', 'Raze', 'Jett', 'Killjoy', 'Skye']"
Pearl,TeamB,TeamB,"['Phoenix', 'Chamber', 'Reyna', 'Viper', 'Fade']","['Astra', 'Chamber', 'Killjoy', 'Sova', 'Phoenix']"
Haven,TeamB,TeamB,"['Reyna', 'Jett', 'Cypher', 'Skye', 'Omen']","['Reyna', 'Jett', 'Omen', 'Fade', 'Killjoy']"
Breeze,TeamB,TeamB,"['Sova', 'Jett', 'Reyna', 'Chamber', 'Viper']","['Jett', 'Chamber', 'Reyna', 'Kayo', 'Viper']"
Icebox,TeamA,TeamB,"['Jett', 'Viper', 'Reyna', 'Sova', 'Killjoy']","['Reyna', 'Sage', 'Killjoy', 'Omen', 'Sova']"
Haven,TeamB,TeamB,"['Reyna', 'Phoenix', 'Sova', 'Astra', 'Cypher']","['Killjoy', 'Astra', 'Sage', 'Reyna', 'Jett']"
Pearl,TeamA,TeamB,"['Sova', 'Cypher', 'Jett', 'Reyna', 'Astra']","['Cypher', 'Raze', 'Jett', 'Astra', 'Kayo']"
Ascent,TeamA,TeamB,"['Jett', 'Killjoy', 'Fade', 'Omen', 'Reyna']","['Omen', 'Jett', 'Chamber', 'Sova', 'Kayo']"
Breeze,TeamB,TeamB,"['Reyna', 'Jett', 'Viper', 'Cypher', 'Fade']","['Reyna', 'Sova', 'Chamber', 'Viper', 'Jett']"
Bind,TeamA,TeamB,"['Jett', 'Raze', 'Brimstone', 'Skye', 'Killjoy']","['Raze', 'Reyna', 'Fade', 'Skye', 'Omen']"
Fracture,TeamB,TeamB,"['Chamber', 'Reyna', 'Viper', 'Jett', 'Kayo']","['Sage', 'Chamber', 'Reyna', 'Brimstone', 'Phoenix']"
Ascent,TeamB,TeamB,"['Omen', 'Chamber', 'Skye', 'Reyna', 'Jett']","['Jett', 'Sova', 'Reyna', 'Chamber', 'Omen']"
Haven,TeamA,TeamB,"['Fade', 'Jett', 'Omen', 'Chamber', 'Phoenix']","['Raze', 'Chamber', 'Omen', 'Sova', 'Jett']"
Breeze,TeamB,TeamB,"['Reyna', 'Chamber', 'Jett', 'Sova', 'Viper']","['Chamber', 'Jett', 'Sova', 'Reyna', 'Viper']"
Fracture,TeamB,TeamB,"['Reyna', 'Viper', 'Sova', 'Jett', 'Chamber']","['Chamber', 'Reyna', 'Jett', 'Fade', 'Brimstone']"
Pearl,TeamB,TeamB,"['Jett', 'Chamber', 'Phoenix', 'Fade', 'Astra']","['Viper', 'Jett', 'Yoru', 'Skye', 'Fade']"
Haven,TeamB,TeamB,"['Reyna', 'Jett', 'Sova', 'Omen', 'Cypher']","['Astra', 'Phoenix', 'Jett', 'Sova', 'Killjoy']"
Icebox,TeamB,TeamB,"['Reyna', 'Jett', 'Viper', 'Phoenix', 'Killjoy']","['Jett', 'Sova', 'Yoru', 'Neon', 'Reyna']"
Breeze,TeamA,TeamB,"['Jett', 'Viper', 'Sova', 'Cypher', 'Kayo']","['Jett', 'Reyna', 'Chamber', 'Viper', 'Sova']"
Bind,TeamB,TeamB,"['Phoenix', 'Jett', 'Chamber', 'Skye', 'Omen']","['Raze', 'Brimstone', 'Reyna', 'Cypher', 'Sova']"
Bind,TeamA,TeamB,"['Raze', 'Jett', 'Astra', 'Fade', 'Sage']","['Killjoy', 'Brimstone', 'Reyna', 'Yoru', 'Skye']"
Fracture,TeamB,TeamB,"['Brimstone', 'Breach', 'Fade', 'Jett', 'Chamber']","['Phoenix', 'Viper', 'Killjoy', 'Skye', 'Jett']"
Ascent,TeamA,TeamB,"['Reyna', 'Sova', 'Jett', 'Chamber', 'Omen']","['Sova', 'Jett', 'Astra', 'Reyna', 'Chamber']"
Haven,TeamB,TeamB,"['Reyna', 'Cypher', 'Jett', 'Skye', 'Astra']","['Jett', 'Reyna', 'Omen', 'Chamber', 'Kayo']"
Icebox,TeamB,TeamB,"['Fade', 'Reyna', 'Viper', 'Skye', 'Jett']","['Jett', 'Skye', 'Viper', 'Reyna', 'Sage']"
Haven,TeamB,TeamB,"['Phoenix', 'Omen', 'Sage', 'Yoru', 'Fade']","['Astra', 'Neon', 'Jett', 'Cypher', 'Skye']"
Pearl,TeamA,TeamB,"['Phoenix', 'Fade', 'Raze', 'Astra', 'Sage']","['Phoenix', 'Harbor', 'Fade', 'Cypher', 'Jett']"
Bind,TeamB,TeamB,"['Omen', 'Jett', 'Killjoy', 'Raze', 'Fade']","['Skye', 'Reyna', 'Brimstone', 'Killjoy', 'Phoenix']"
Fracture,TeamA,TeamB,"['Raze', 'Viper', 'Phoenix', 'Cypher', 'Kayo']","['Chamber', 'Reyna', 'Breach', 'Jett', 'Brimstone']"
Haven,TeamB,TeamB,"['Killjoy', 'Jett', 'Phoenix', 'Fade', 'Omen']","['Jett', 'Phoenix', 'Omen', 'Fade', 'Killjoy']"
Pearl,TeamB,TeamB,"['Jett', 'Astra', 'Cypher', 'Fade', 'Reyna']","['Skye', 'Jett', 'Reyna', 'Brimstone', 'Chamber']"
Bind,TeamA,TeamB,"['Jett', 'Phoenix', 'Omen', 'Killjoy', 'Skye']","['Raze', 'Cypher', 'Breach', 'Brimstone', 'Skye']"
Pearl,TeamB,TeamB,"['Cypher', 'Viper', 'Phoenix', 'Jett', 'Fade']","['Astra', 'Phoenix', 'Jett', 'Fade', 'Neon']"
Breeze,TeamA,TeamB,"['Viper', 'Reyna', 'Jett', 'Sova', 'Cypher']","['Reyna', 'Kayo', 'Viper', 'Jett', 'Cypher']"
Ascent,TeamA,TeamB,"['Sova', 'Jett', 'Kayo', 'Astra', 'Sage']","['Reyna', 'Fade', 'Jett', 'Killjoy', 'Omen']"
Fracture,TeamA,TeamB,"['Raze', 'Viper', 'Breach', 'Killjoy', 'Fade']","['Jett', 'Viper', 'Cypher', 'Reyna', 'Kayo']"
Icebox,TeamA,TeamB,"['Jett', 'Viper', 'Sova', 'Reyna', 'Kayo']","['Chamber', 'Reyna', 'Sage', 'Raze', 'Omen']"
Pearl,TeamB,TeamB,"['Phoenix', 'Chamber', 'Reyna', 'Brimstone', 'Jett']","['Reyna', 'Cypher', 'Jett', 'Fade', 'Viper']"
Icebox,TeamB,TeamB,"['Cypher', 'Jett', 'Raze', 'Sova', 'Reyna']","['Phoenix', 'Jett', 'Sova', 'Reyna', 'Chamber']"
Breeze,TeamB,TeamB,"['Kayo', 'Chamber', 'Viper', 'Reyna', 'Jett']","['Viper', 'Jett', 'Sova', 'Reyna', 'Cypher']"
Haven,TeamB,TeamB,"['Reyna', 'Cypher', 'Jett', 'Omen', 'Sova']","['Jett', 'Sage', 'Sova', 'Phoenix', 'Omen']"
Pearl,TeamA,TeamB,"['Viper', 'Phoenix', 'Jett', 'Kayo', 'Cypher']","['Fade', 'Jett', 'Astra', 'Phoenix', 'Chamber']"
Icebox,TeamA,TeamB,"['Sova', 'Chamber', 'Reyna', 'Jett', 'Omen']","['Raze', 'Kayo', 'Sova', 'Viper', 'Jett']"
Ascent,TeamA,TeamB,"['Omen', 'Raze', 'Killjoy', 'Sova', 'Reyna']","['Jett', 'Kayo', 'Killjoy', 'Brimstone', 'Fade']"
Icebox,TeamA,TeamB,"['Jett', 'Viper', 'Kayo', 'Sage', 'Sova']","['Viper', 'Reyna', 'Sova', 'Jett', 'Cypher']"
Bind,TeamA,TeamB,"['Phoenix', 'Sova', 'Killjoy', 'Jett', 'Astra']","['Reyna', 'Skye', 'Brimstone', 'Jett', 'Chamber']"
Haven,TeamB,TeamB,"['Reyna', 'Chamber', 'Jett', 'Omen', 'Sova']","['Chamber', 'Jett', 'Fade', 'Raze', 'Omen']"
Pearl,TeamA,TeamB,"['Killjoy', 'Reyna', 'Jett', 'Astra', 'Fade']","['Fade', 'Reyna', 'Viper', 'Jett', 'Chamber']"
Fracture,TeamA,TeamB,"['Chamber', 'Reyna', 'Jett', 'Brimstone', 'Breach']","['Brimstone', 'Cypher', 'Reyna', 'Raze', 'Kayo']"
Haven,TeamB,TeamB,"['Reyna', 'Omen', 'Jett', 'Chamber', 'Phoenix']","['Reyna', 'Breach', 'Sova', 'Jett', 'Omen']"
Icebox,TeamB,TeamB,"['Jett', 'Raze', 'Chamber', 'Omen', 'Sova']","['Reyna', 'Killjoy', 'Jett', 'Omen', 'Sova']"
Pearl,TeamA,TeamB,"['Phoenix', 'Chamber', 'Harbor', 'Kayo', 'Fade']","['Chamber', 'Phoenix', 'Fade', 'Astra', 'Jett']"
Ascent,TeamA,TeamB,"['Reyna', 'Yoru', 'Jett', 'Skye', 'Cypher']","['Sova', 'Jett', 'Raze', 'Cypher', 'Omen']"
Haven,TeamA,TeamB,"['Reyna', 'Jett', 'Fade', 'Killjoy', 'Sage']","['Sova', 'Killjoy', 'Jett', 'Omen', 'Reyna']"
Pearl,TeamA,TeamB,"['Reyna', 'Jett', 'Astra', 'Cypher', 'Fade']","['Chamber', 'Fade', 'Jett', 'Viper', 'Reyna']"
Haven,TeamA,TeamB,"['Jett', 'Astra', 'Raze', 'Fade', 'Cypher']","['Jett', 'Reyna', 'Omen', 'Skye', 'Cypher']"
Ascent,TeamA,TeamB,"['Jett', 'Phoenix', 'Kayo', 'Omen', 'Cypher']","['Jett', 'Sage', 'Fade', 'Reyna', 'Astra']"
Pearl,TeamB,TeamB,"['Jett', 'Astra', 'Reyna', 'Cypher', 'Kayo']","['Phoenix', 'Jett', 'Kayo', 'Harbor', 'Sage']"
Bind,TeamB,TeamB,"['Raze', 'Phoenix', 'Reyna', 'Fade', 'Jett']","['Jett', 'Skye', 'Yoru', 'Chamber', 'Omen']"
Fracture,TeamA,TeamB,"['Chamber', 'Brimstone', 'Jett', 'Neon', 'Fade']","['Jett', 'Cypher', 'Reyna', 'Breach', 'Brimstone']"
Icebox,TeamA,TeamB,"['Jett', 'Sova', 'Cypher', 'Viper', 'Reyna']","['Chamber', 'Reyna', 'Sova', 'Jett', 'Viper']"
Breeze,TeamA,TeamB,"['Jett', 'Phoenix', 'Chamber', 'Viper', 'Sova']","['Sova', 'Viper', 'Reyna', 'Jett', 'Chamber']"
Fracture,TeamB,TeamB,"['Breach', 'Neon', 'Chamber', 'Omen', 'Reyna']","['Harbor', 'Cypher', 'Kayo', 'Reyna', 'Yoru']"
Icebox,TeamB,TeamB,"['Viper', 'Reyna', 'Jett', 'Sova', 'Killjoy']","['Reyna', 'Viper', 'Sage', 'Sova', 'Jett']"
Pearl,TeamB,TeamB,"['Phoenix', 'Reyna', 'Kayo', 'Brimstone', 'Jett']","['Jett', 'Phoenix', 'Fade', 'Kayo', 'Viper']"
Fracture,TeamB,TeamB,"['Brimstone', 'Sage', 'Jett', 'Reyna', 'Killjoy']","['Harbor', 'Killjoy', 'Reyna', 'Jett', 'Raze']"
Icebox,TeamA,TeamB,"['Sage', 'Jett', 'Sova', 'Yoru', 'Viper']","['Viper', 'Sova', 'Jett', 'Reyna', 'Chamber']"
Pearl,TeamB,TeamB,"['Reyna', 'Chamber', 'Astra', 'Fade', 'Jett']","['Viper', 'Phoenix', 'Cypher', 'Jett', 'Fade']"
Ascent,TeamA,TeamB,"['Fade', 'Phoenix', 'Jett', 'Brimstone', 'Chamber']","['Reyna', 'Raze', 'Fade', 'Killjoy', 'Astra']"
Icebox,TeamB,TeamB,"['Chamber', 'Phoenix', 'Omen', 'Jett', 'Sova']","['Jett', 'Chamber', 'Sova', 'Omen', 'Phoenix']"
Bind,TeamB,TeamB,"['Fade', 'Brimstone', 'Reyna', 'Cypher', 'Raze']","['Jett', 'Chamber', 'Killjoy', 'Skye', 'Brimstone']"
Haven,TeamA,TeamB,"['Chamber', 'Killjoy', 'Omen', 'Reyna', 'Fade']","['Jett', 'Reyna', 'Skye', 'Chamber', 'Omen']"
Haven,TeamA,TeamB,"['Fade', 'Phoenix', 'Jett', 'Chamber', 'Astra']","['Killjoy', 'Astra', 'Jett', 'Reyna', 'Sova']"
Fracture,TeamB,TeamB,"['Chamber', 'Fade', 'Jett', 'Breach', 'Brimstone']","['Viper', 'Jett', 'Reyna', 'Killjoy', 'Kayo']"
Icebox,TeamA,TeamB,"['Skye', 'Jett', 'Phoenix', 'Viper', 'Fade']","['Viper', 'Yoru', 'Reyna', 'Jett', 'Raze']"
Icebox,TeamA,TeamB,"['Reyna', 'Sage', 'Jett', 'Sova', 'Viper']","['Viper', 'Killjoy', 'Jett', 'Sova', 'Reyna']"
Pearl,TeamA,TeamB,"['Reyna', 'Phoenix', 'Cypher', 'Sova', 'Astra']","['Fade', 'Jett', 'Phoenix', 'Harbor', 'Chamber']"
Ascent,TeamA,TeamB,"['Fade', 'Cypher', 'Harbor', 'Jett', 'Phoenix']","['Astra', 'Reyna', 'Jett', 'Cypher', 'Sova']"
Breeze,TeamA,TeamB,"['Sova', 'Jett', 'Reyna', 'Killjoy', 'Harbor']","['Reyna', 'Sova', 'Jett', 'Viper', 'Cypher']"
Haven,TeamB,TeamB,"['Jett', 'Omen', 'Sage', 'Reyna', 'Fade']","['Jett', 'Chamber', 'Killjoy', 'Skye', 'Omen']"
Pearl,TeamB,TeamB,"['Viper', 'Cypher', 'Fade', 'Reyna', 'Jett']","['Reyna', 'Fade', 'Killjoy', 'Phoenix', 'Harbor']"
Bind,TeamB,TeamB,"['Skye', 'Cypher', 'Jett', 'Reyna', 'Omen']","['Fade', 'Cypher', 'Brimstone', 'Reyna', 'Jett']"
Haven,TeamA,TeamA,"['Reyna', 'Chamber', 'Omen', 'Fade', 'Jett']","['Omen', 'Breach', 'Raze', 'Jett', 'Reyna']"
Ascent,TeamA,TeamB,"['Reyna', 'Sova', 'Chamber', 'Omen', 'Jett']","['Sova', 'Reyna', 'Cypher', 'Jett', 'Omen']"
Icebox,TeamB,TeamB,"['Chamber', 'Reyna', 'Phoenix', 'Viper', 'Jett']","['Reyna', 'Chamber', 'Sova', 'Viper', 'Kayo']"
Breeze,TeamB,TeamB,"['Reyna', 'Jett', 'Viper', 'Kayo', 'Chamber']","['Reyna', 'Viper', 'Chamber', 'Kayo', 'Jett']"
Icebox,TeamB,TeamB,"['Cypher', 'Astra', 'Sova', 'Jett', 'Reyna']","['Jett', 'Chamber', 'Harbor', 'Reyna', 'Sova']"
Haven,TeamA,TeamB,"['Phoenix', 'Omen', 'Killjoy', 'Jett', 'Skye']","['Jett', 'Reyna', 'Chamber', 'Astra', 'Skye']"
Fracture,TeamA,TeamB,"['Reyna', 'Fade', 'Jett', 'Cypher', 'Viper']","['Phoenix', 'Brimstone', 'Jett', 'Fade', 'Chamber']"
Pearl,TeamA,TeamA,"['Reyna', 'Jett', 'Viper', 'Fade', 'Sage']","['Phoenix', 'Astra', 'Raze', 'Fade', 'Cypher']"
Pearl,TeamA,TeamB,"['Jett', 'Raze', 'Astra', 'Reyna', 'Sova']","['Jett', 'Raze', 'Skye', 'Brimstone', 'Phoenix']"
Icebox,TeamB,TeamB,"['Jett', 'Sova', 'Chamber', 'Viper', 'Reyna']","['Jett', 'Reyna', 'Viper', 'Chamber', 'Kayo']"
